longitude,latitude,generationtime_ms,elevation,time,temperature_2m
77.56364,12.970123,0.03421306610107422,0.03421306610107422,914.0,"['2026-05-10T00:00', '2026-05-10T01:00', '2026-05-10T02:00', '2026-05-10T03:00', '2026-05-10T04:00', '2026-05-10T05:00', '2026-05-10T06:00', '2026-05-10T07:00', '2026-05-10T08:00', '2026-05-10T09:00', '2026-05-10T10:00', '2026-05-10T11:00', '2026-05-10T12:00', '2026-05-10T13:00', '2026-05-10T14:00', '2026-05-10T15:00', '2026-05-10T16:00', '2026-05-10T17:00', '2026-05-10T18:00', '2026-05-10T19:00', '2026-05-10T20:00', '2026-05-10T21:00', '2026-05-10T22:00', '2026-05-10T23:00', '2026-05-11T00:00', '2026-05-11T01:00', '2026-05-11T02:00', '2026-05-11T03:00', '2026-05-11T04:00', '2026-05-11T05:00', '2026-05-11T06:00', '2026-05-11T07:00', '2026-05-11T08:00', '2026-05-11T09:00', '2026-05-11T10:00', '2026-05-11T11:00', '2026-05-11T12:00', '2026-05-11T13:00', '2026-05-11T14:00', '2026-05-11T15:00', '2026-05-11T16:00', '2026-05-11T17:00', '2026-05-11T18:00', '2026-05-11T19:00', '2026-05-11T20:00', '2026-05-11T21:00', '2026-05-11T22:00', '2026-05-11T23:00', '2026-05-12T00:00', '2026-05-12T01:00', '2026-05-12T02:00', '2026-05-12T03:00', '2026-05-12T04:00', '2026-05-12T05:00', '2026-05-12T06:00', '2026-05-12T07:00', '2026-05-12T08:00', '2026-05-12T09:00', '2026-05-12T10:00', '2026-05-12T11:00', '2026-05-12T12:00', '2026-05-12T13:00', '2026-05-12T14:00', '2026-05-12T15:00', '2026-05-12T16:00', '2026-05-12T17:00', '2026-05-12T18:00', '2026-05-12T19:00', '2026-05-12T20:00', '2026-05-12T21:00', '2026-05-12T22:00', '2026-05-12T23:00', '2026-05-13T00:00', '2026-05-13T01:00', '2026-05-13T02:00', '2026-05-13T03:00', '2026-05-13T04:00', '2026-05-13T05:00', '2026-05-13T06:00', '2026-05-13T07:00', '2026-05-13T08:00', '2026-05-13T09:00', '2026-05-13T10:00', '2026-05-13T11:00', '2026-05-13T12:00', '2026-05-13T13:00', '2026-05-13T14:00', '2026-05-13T15:00', '2026-05-13T16:00', '2026-05-13T17:00', '2026-05-13T18:00', '2026-05-13T19:00', '2026-05-13T20:00', '2026-05-13T21:00', '2026-05-13T22:00', '2026-05-13T23:00', '2026-05-14T00:00', '2026-05-14T01:00', '2026-05-14T02:00', '2026-05-14T03:00', '2026-05-14T04:00', '2026-05-14T05:00', '2026-05-14T06:00', '2026-05-14T07:00', '2026-05-14T08:00', '2026-05-14T09:00', '2026-05-14T10:00', '2026-05-14T11:00', '2026-05-14T12:00', '2026-05-14T13:00', '2026-05-14T14:00', '2026-05-14T15:00', '2026-05-14T16:00', '2026-05-14T17:00', '2026-05-14T18:00', '2026-05-14T19:00', '2026-05-14T20:00', '2026-05-14T21:00', '2026-05-14T22:00', '2026-05-14T23:00', '2026-05-15T00:00', '2026-05-15T01:00', '2026-05-15T02:00', '2026-05-15T03:00', '2026-05-15T04:00', '2026-05-15T05:00', '2026-05-15T06:00', '2026-05-15T07:00', '2026-05-15T08:00', '2026-05-15T09:00', '2026-05-15T10:00', '2026-05-15T11:00', '2026-05-15T12:00', '2026-05-15T13:00', '2026-05-15T14:00', '2026-05-15T15:00', '2026-05-15T16:00', '2026-05-15T17:00', '2026-05-15T18:00', '2026-05-15T19:00', '2026-05-15T20:00', '2026-05-15T21:00', '2026-05-15T22:00', '2026-05-15T23:00', '2026-05-16T00:00', '2026-05-16T01:00', '2026-05-16T02:00', '2026-05-16T03:00', '2026-05-16T04:00', '2026-05-16T05:00', '2026-05-16T06:00', '2026-05-16T07:00', '2026-05-16T08:00', '2026-05-16T09:00', '2026-05-16T10:00', '2026-05-16T11:00', '2026-05-16T12:00', '2026-05-16T13:00', '2026-05-16T14:00', '2026-05-16T15:00', '2026-05-16T16:00', '2026-05-16T17:00', '2026-05-16T18:00', '2026-05-16T19:00', '2026-05-16T20:00', '2026-05-16T21:00', '2026-05-16T22:00', '2026-05-16T23:00']","[21.5, 21.6, 22.9, 24.5, 26.5, 28.9, 30.5, 32.0, 32.5, 32.2, 32.6, 31.9, 31.0, 29.8, 27.1, 26.3, 25.6, 24.5, 23.5, 22.9, 22.4, 22.0, 21.5, 21.2, 21.1, 21.0, 23.0, 26.2, 28.9, 30.9, 32.0, 32.7, 33.8, 34.0, 33.9, 33.5, 33.0, 31.5, 30.1, 29.5, 28.6, 27.3, 26.0, 25.0, 24.0, 23.2, 22.5, 22.1, 21.6, 21.7, 23.5, 26.1, 28.6, 31.1, 33.0, 34.0, 34.7, 35.2, 35.2, 34.3, 33.9, 32.7, 30.4, 29.0, 28.0, 27.0, 26.0, 25.1, 24.6, 24.3, 23.8, 23.5, 23.1, 23.0, 24.2, 26.3, 28.7, 30.9, 32.2, 33.5, 34.2, 34.2, 34.0, 33.7, 33.0, 32.3, 31.8, 30.4, 29.0, 28.1, 26.8, 26.0, 25.2, 24.2, 23.4, 23.1, 23.1, 24.0, 25.6, 27.5, 29.6, 32.0, 34.0, 35.3, 36.2, 36.6, 36.2, 35.4, 34.5, 33.5, 32.5, 31.3, 29.8, 28.1, 26.7, 25.8, 25.1, 24.6, 23.9, 23.2, 23.1, 23.7, 24.8, 26.4, 28.9, 31.9, 34.1, 35.0, 35.0, 34.9, 34.7, 34.2, 33.4, 32.2, 30.8, 29.4, 28.0, 26.5, 25.5, 24.9, 24.5, 24.2, 23.5, 22.8, 22.6, 23.6, 25.2, 27.2, 29.8, 32.7, 34.8, 27.2, 26.9, 26.4, 25.6, 25.0, 24.4, 24.0, 23.4, 22.9, 22.5, 22.0, 21.8, 21.6, 21.4, 21.3, 21.3, 21.5]"
