State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Tamil Nadu,Villupuram,Villupuram,T.V. Cumbu,Other,FAQ,2001-12-13,400,456.0,455,120
Tamil Nadu,Villupuram,Villupuram,Thinai (Italian Millet),Other,FAQ,2001-12-13,330,370.0,352,116
Tamil Nadu,Villupuram,Villupuram,Black Gram (Urd Beans)(Whole),Other,FAQ,2001-12-14,702,982.0,900,8
Tamil Nadu,Villupuram,Villupuram,Cotton,Other,FAQ,2001-12-14,1427,1809.0,1600,15
Tamil Nadu,Villupuram,Villupuram,Groundnut,Other,FAQ,2001-12-14,1249,1569.0,1380,10
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),Ponni,FAQ,2001-12-14,388,718.0,440,2
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),J 13,FAQ,2001-12-14,407,425.0,415,2
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),ADT 39,FAQ,2001-12-14,490,521.0,510,2
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),Other,FAQ,2001-12-14,388,406.0,395,2
Tamil Nadu,Villupuram,Villupuram,Ragi (Finger Millet),Other,FAQ,2001-12-14,402,402.0,402,30
Tamil Nadu,Villupuram,Villupuram,T.V. Cumbu,Other,FAQ,2001-12-14,458,459.0,458,120
Tamil Nadu,Villupuram,Villupuram,Thinai (Italian Millet),Other,FAQ,2001-12-14,337,373.0,360,116
Tamil Nadu,Villupuram,Villupuram,Black Gram (Urd Beans)(Whole),Other,FAQ,2001-12-18,1329,1889.0,1600,8
Tamil Nadu,Villupuram,Villupuram,Cotton,Other,FAQ,2001-12-18,1329,1889.0,1600,15
Tamil Nadu,Villupuram,Villupuram,Green Gram (Moong)(Whole),Other,FAQ,2001-12-18,1669,1669.0,1669,9
Tamil Nadu,Villupuram,Villupuram,Groundnut,Other,FAQ,2001-12-18,1320,1471.0,1360,10
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),ADT 37,FAQ,2001-12-18,405,434.0,420,2
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),ADT 39,FAQ,2001-12-18,450,460.0,455,2
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),J 13,FAQ,2001-12-18,410,426.0,418,2
Tamil Nadu,Villupuram,Villupuram,Ragi (Finger Millet),Other,FAQ,2001-12-18,441,442.0,441,30
Tamil Nadu,Villupuram,Villupuram,T.V. Cumbu,Other,FAQ,2001-12-18,466,466.0,466,120
Tamil Nadu,Villupuram,Villupuram,Thinai (Italian Millet),Other,FAQ,2001-12-18,330,373.0,345,116
Tamil Nadu,Villupuram,Villupuram,Black Gram (Urd Beans)(Whole),Other,FAQ,2001-12-20,1080,1080.0,1080,8
Tamil Nadu,Villupuram,Villupuram,Cotton,Other,FAQ,2001-12-20,1493,1724.0,1550,15
Tamil Nadu,Villupuram,Villupuram,Groundnut,Other,FAQ,2001-12-20,1309,1339.0,1320,10
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),J 13,FAQ,2001-12-20,402,402.0,402,2
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),Ponni,FAQ,2001-12-20,356,638.0,410,2
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),ADT 39,FAQ,2001-12-20,430,448.0,435,2
Tamil Nadu,Villupuram,Villupuram,Ragi (Finger Millet),Other,FAQ,2001-12-20,439,477.0,460,30
Tamil Nadu,Villupuram,Villupuram,T.V. Cumbu,Other,FAQ,2001-12-20,476,476.0,476,120
Tamil Nadu,Villupuram,Villupuram,Thinai (Italian Millet),Other,FAQ,2001-12-20,327,373.0,370,116
Tamil Nadu,Villupuram,Villupuram,Black Gram (Urd Beans)(Whole),Other,FAQ,2001-12-24,1643,1643.0,1643,8
Tamil Nadu,Villupuram,Villupuram,Cotton,Other,FAQ,2001-12-24,1763,1862.0,1800,15
Tamil Nadu,Villupuram,Villupuram,Groundnut,Other,FAQ,2001-12-24,1209,1346.0,1280,10
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),J 13,FAQ,2001-12-24,368,398.0,375,2
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),Ponni,FAQ,2001-12-24,458,529.0,490,2
Tamil Nadu,Villupuram,Villupuram,T.V. Cumbu,Other,FAQ,2001-12-24,471,486.0,482,120
Tamil Nadu,Villupuram,Villupuram,Thinai (Italian Millet),Other,FAQ,2001-12-24,368,373.0,371,116
Tamil Nadu,Villupuram,Villupuram,Cotton,Other,FAQ,2001-12-27,819,1872.0,1773,15
Tamil Nadu,Villupuram,Villupuram,Green Gram (Moong)(Whole),Other,FAQ,2001-12-27,1461,1679.0,1526,9
Tamil Nadu,Villupuram,Villupuram,Groundnut,Other,FAQ,2001-12-27,1252,1403.0,1300,10
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),ADT 39,FAQ,2001-12-27,526,569.0,552,2
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),ADT 37,FAQ,2001-12-27,410,450.0,427,2
Tamil Nadu,Villupuram,Villupuram,Ragi (Finger Millet),Other,FAQ,2001-12-27,402,460.0,452,30
Tamil Nadu,Villupuram,Villupuram,"Sesamum (Sesame,Gingelly,Til)",Other,FAQ,2001-12-27,929,929.0,929,11
Tamil Nadu,Villupuram,Villupuram,T.V. Cumbu,Other,FAQ,2001-12-27,488,488.0,488,120
Tamil Nadu,Villupuram,Villupuram,Thinai (Italian Millet),Other,FAQ,2001-12-27,330,374.0,372,116
Tamil Nadu,Villupuram,Villupuram,Cotton,Other,FAQ,2001-12-28,1592,1889.0,1750,15
Tamil Nadu,Villupuram,Villupuram,Groundnut,Other,FAQ,2001-12-28,1259,1471.0,1330,10
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),J 13,FAQ,2001-12-28,400,415.0,410,2
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),ADT 37,FAQ,2001-12-28,365,395.0,380,2
Tamil Nadu,Villupuram,Villupuram,Paddy (Dhan)(Common),ADT 43,FAQ,2001-12-28,507,567.0,540,2
Tamil Nadu,Villupuram,Villupuram,Ragi (Finger Millet),Other,FAQ,2001-12-28,442,457.0,450,30
Tamil Nadu,Villupuram,Villupuram,"Sesamum (Sesame,Gingelly,Til)",Other,FAQ,2001-12-28,933,1483.0,1300,11
Tamil Nadu,Villupuram,Villupuram,T.V. Cumbu,Other,FAQ,2001-12-28,489,512.0,492,120
Tamil Nadu,Villupuram,Villupuram,Thinai (Italian Millet),Other,FAQ,2001-12-28,328,370.0,360,116
